Query	Hit	Description	E-value
FGRRES_00838	2058|PHI:2058|LHS1|MGG_06648.5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	1e-31
FGRRES_00840	2911|PHI:2911|Ss-pth2|A7F6V9|5180|Sclerotinia	sclerotiorum |Reduced virulence	1e-64
FGRRES_00841	882|PHI:882|MGG_04985|EDJ95433|318829|Magnaporthe	oryzae|Reduced virulence	6e-54
FGRRES_00852	2382|PHI:2382|Upa2|Q6QIY0|5270|Ustilago	maydis|Unaffected pathogenicity	2e-74
FGRRES_00856	3162	| Mohik8 | PHI:3162 | G4MXJ1 | 318829 | Magnaporthe oryzae | loss of pathogenicity	0.0
FGRRES_00861	2474|PHI:2474|imd1|E3P6S0|5207|Cryptococcus	neoformans|Reduced virulence	0.0
FGRRES_00871	2537|PHI:2537|TRR1|Q4WQJ0|746128|Aspergillus	fumigatus|Mixed outcome	3e-170
FGRRES_00875	1565|PHI:1565|GzOB005|I1RBF6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_00877	1458|PHI:1458|GzAra006|Q4I7F9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-27
FGRRES_00883	2401|PHI:2401|CaRING1|G0T3B3|456327|Xanthomonas	campestris pv vesicatoria|Mixed outcome	3e-06
FGRRES_00884	213|PHI:213|CPA1|AAF69795|5207|Cryptococcus	neoformans|Reduced virulence	2e-62
FGRRES_00887	2017|PHI:2017|COM1|MGG_01215|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	1e-97
FGRRES_00895	1046|PHI:1046|CTB5|ABK64182|29003|Cercospora	nicotianae|Reduced virulence	9e-28
FGRRES_00897	1456|PHI:1456|GzAra004|I1RN15|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-126
FGRRES_00902	1627|PHI:1627|GzTF2S002|I1RW90|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-08
FGRRES_00921	2058|PHI:2058|LHS1|MGG_06648.5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	2e-22
FGRRES_00926	2336|PHI:2336|NIA1|O00101|13684|Stagonospora	nodorum (related: Phaeosphaeria nodorum)|Unaffected pathogenicity	7e-28
FGRRES_00930	1531|PHI:1531|GzSsu72|Q4IPC8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_00932	3039	| MoSPA2 | PHI:3039 | U3MXJ8 | 318829 | Magnaporthe oryzae | mixed outcome	0.0
FGRRES_00934	1619|PHI:1619|GzJUM001|I1RBK8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_00940	277|PHI:277|BCP1|AAQ16572|40559|Botrytis	cinerea|Reduced virulence	7e-29
FGRRES_00941	3024	| Cln1 | PHI:3024 | J9VV14 | 5207 | Cryptococcus neoformans | unaffected pathogenicity	5e-74
FGRRES_00945	213|PHI:213|CPA1|AAF69795|5207|Cryptococcus	neoformans|Reduced virulence	2e-15
FGRRES_00946	1631|PHI:1631|GzWing003|I1RBL8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_00950_M	2395|PHI:2395|GzSYN1|I1RBM2|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_00952	144|PHI:144|CHT42|AAC05829|29875|Trichoderma	virens|Reduced virulence	9e-60
FGRRES_00961	2549|PHI:2549|MAK5|Q4WMS3|746128|Aspergillus	fumigatus|Mixed outcome	3e-14
FGRRES_00965	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-07
FGRRES_00967	1799|PHI:1799|GzZC114|I1RBN6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_00986	2115|PHI:2115|Annexin	A7|MGG_06847|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	8e-158
FGRRES_00994	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	1e-29
FGRRES_01000	2908|PHI:2908|CYP51B|I1RBR4|5518|Fusarium	graminearum|Mixed outcome	0.0
FGRRES_01014	339|PHI:339|CLPT1|CAC41973|290576|Colletotrichum	lindemuthianum|Reduced virulence	2e-07
FGRRES_01015	4559	| T6SS2 | PHI:4559 | Q6TKU1 | 562 | Escherichia coli | effector (plant avirulence determinant)	5e-136
FGRRES_01022	1347|PHI:1347|GzC2H007|I1RBT2|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01024	1458|PHI:1458|GzAra006|Q4I7F9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-89
FGRRES_01027	2570|PHI:2570|CYB2|Q6FM61|5478|Candida	glabrata|Reduced virulence	2e-99
FGRRES_01030	1632|PHI:1632|GzWing004|I1RBU0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01033	348|PHI:348|CSH3|EAK92385|5476|Candida	albicans|Reduced virulence	7e-17
FGRRES_01038_M	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	5e-09
FGRRES_01040	1557|PHI:1557|GzNH002|I1RBU9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01058	1243|PHI:1243|FGSG_06420|I1RBW7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01059	2305|PHI:2305|BcFKBP12||40559|Botrytis	cinerea|Mixed outcome	1e-19
FGRRES_01083	1414|PHI:1414|GzC2H081|I1RZL0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-10
FGRRES_01085	2644|PHI:2644|thioredoxin	1|P0AA28|90371|Salmonella enterica serovar Typhimurium|Reduced virulence	1e-13
FGRRES_01086	358|PHI:358|ILV2|AAR29084|5207|Cryptococcus	neoformans|Loss of pathogenicity	0.0
FGRRES_01096	1316|PHI:1316|GzBrom001|I1RBZ7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-174
FGRRES_01099	339|PHI:339|CLPT1|CAC41973|290576|Colletotrichum	lindemuthianum|Reduced virulence	8e-22
FGRRES_01100	1506|PHI:1506|GzHOME001|I1RC01|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01106	1348|PHI:1348|GzC2H008|I1RC07|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01116	1633|PHI:1633|GzWing005|I1RC15|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01134	2351|PHI:2351|AMT1|XP_381310|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01137	1219|PHI:1219|FGSG_05549|I1RC35|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_01139	1302|PHI:1302|GzbHLH003|I1RC37|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01142	4506	| So (soft) | PHI:4506 | K9Y567 | 35717 | Epichloe festucae | effector (plant avirulence determinant)	1e-42
FGRRES_01159	801|PHI:801|MGG_04621|EDJ95977|318829|Magnaporthe	oryzae|Reduced virulence	6e-179
FGRRES_01161	3287	| CgVps34 | PHI:3287 | Q6FSR7 | 5478 | Candida glabrata | reduced virulence	4e-27
FGRRES_01165_M	1616|PHI:1616|GzssDB001|I1RE55|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-30
FGRRES_01166	803|PHI:803|MGG_04629|EDJ95969|318829|Magnaporthe	oryzae|Reduced virulence	0.0
FGRRES_01167	1554|PHI:1554|GzMyb018|I1RC64|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01171	2895|PHI:2895|F-avi4330|B9JV05|373|Agrobacterium	vitis|Loss of pathogenicity	2e-08
FGRRES_01172	1934|PHI:1934|GzZC249|I1RC69|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01174	2714|PHI:2714|PEX5|I1RC71|5518|Fusarium	graminearum|Reduced virulence	0.0
FGRRES_01176	1933|PHI:1933|GzZC248|I1RC73|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01177	443|PHI:443|CBL1||5518|Fusarium	graminearum|Reduced virulence	5e-74
FGRRES_01181	786|PHI:786|MGG_04538|EDK05615|318829|Magnaporthe	oryzae|Reduced virulence	1e-25
FGRRES_01182	1462|PHI:1462|GzCCAAT002|I1RC79|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01184	862|PHI:862|ClaSSD1|BAE66713|5462|Colletotrichum	lagenarium|Loss of pathogenicity	5e-64
FGRRES_01186	3126	| argD | PHI:3126 | D4I307 | 552 | Erwinia amylovora | mixed outcome	1e-27
FGRRES_01188	1204|PHI:1204|(Sc	Cbk1)|I1RC85|5518|Gibberella zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01196	2099|PHI:2099|Pmc1|MGG_07971|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Mixed outcome	0.0
FGRRES_01198	1566|PHI:1566|GzOB006|I1RC95|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_01199	2513|PHI:2513|GFA1|E9R5E2|746128|Aspergillus	fumigatus|Mixed outcome	0.0
FGRRES_01201	1476|PHI:1476|GzHMG008|I1RC98|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01203	1133|PHI:1133|Lmepi|B9DR51|5022|Leptosphaeria	maculans|Loss of pathogenicity	3e-07
FGRRES_01204	3060	| Molrg1 | PHI:3060 | G4MZD0 | 318829 | Magnaporthe oryzae | mixed outcome	0.0
FGRRES_01208	1685|PHI:1685|GzRad003|I1S5Z3|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-13
FGRRES_01214	1349|PHI:1349|GzC2H009|I1RCB1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01217	2654|PHI:2654|DUR1,2|Q59VF3|5476|Candida	albicans|Reduced virulence	9e-06
FGRRES_01220	1567|PHI:1567|GzOB007|I1RCB7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-128
FGRRES_01226	2568|PHI:2568|CAP2|Q5AMP9|5476|Candida	albicans|Reduced virulence	2e-84
FGRRES_01230	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	6e-59
FGRRES_01234	3089	| fac1 | PHI:3089 | I1RCC9 | 5518 | Fusarium graminearum | mixed outcome	0.0
FGRRES_01235	2745|PHI:2745|treY|Q02LV5|287|Pseudomonas	aeruginosa|Mixed outcome	8e-09
FGRRES_01240	2925|PHI:2925|lip2|J9MBA2|59765|Fusarium	oxysporum f. sp. Lycopersici|Unaffected pathogenicity	2e-114
FGRRES_01241_M	3271	| ARSEF 2860 | PHI:3271 | J4UI12 | 176275 | Beauveria bassiana | mixed outcome	1e-174
FGRRES_01244	280|PHI:280|CCN1|AAG36938|5207|Cryptococcus	neoformans|Reduced virulence	3e-07
FGRRES_01245	2183|PHI:2183|CPXB|EHA48040.1|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	4e-23
FGRRES_01249	2020|PHI:2020|Tup1|XP_759427|5270|Ustilago	maydis|Mixed outcome	2e-07
FGRRES_01250	816|PHI:816|MGG_04582|EDJ95999|318829|Magnaporthe	oryzae|Reduced virulence	3e-24
FGRRES_01251	1568|PHI:1568|GzOB008|I1RCE1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01255	1678|PHI:1678|GzGRF|I1RMC1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-08
FGRRES_01265	440|PHI:440|PMR1|CAB87245|5476|Candida	albicans|Reduced virulence	2e-157
FGRRES_01271	1220|PHI:1220|FGSG_02488|I1RCF7|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_01273	799|PHI:799|MGG_03530|EDJ94565|318829|Magnaporthe	oryzae|Reduced virulence	1e-37
FGRRES_01274	1539|PHI:1539|GzMyb003|I1RCG0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01284	2357|PHI:2357|CYP52X1|E2EAF6|475271|Beauveria	bassiana|Reduced virulence	7e-100
FGRRES_01285	3028	| Vatr2 | PHI:3028 | A5CVB7 | 28447 | Clavibacter michiganensis | reduced virulence	3e-35
FGRRES_01289	2563|PHI:2563|DPP3|Q5AH74|5476|Candida	albicans|Reduced virulence	1e-25
FGRRES_01290	1569|PHI:1569|GzOB009|I1RCH5|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_01291_M	338|PHI:338|CLB2|AAP94020|5270|Ustilago	maydis|Reduced virulence	3e-94
FGRRES_01292	211|PHI:211|CaTUP1|AAB63195|5476|Candida	albicans|Reduced virulence	3e-15
FGRRES_01293	1921|PHI:1921|GzZC236|I1RCH8|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01295	1454|PHI:1454|GzAra002|I1RCI0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01298	1350|PHI:1350|GzC2H010|I1RCI2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01300	280|PHI:280|CCN1|AAG36938|5207|Cryptococcus	neoformans|Reduced virulence	0.0
FGRRES_01302	3381	| FVEG_12533 | PHI:3381 | W7N2B4 | 117187 | Fusarium verticillioides | unaffected pathogenicity	8e-91
FGRRES_01307	1304|PHI:1304|GzbHLH005|I1RCJ0|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01310	1351|PHI:1351|GzC2H011|I1RCJ3|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01311	3457	| PHO84 | PHI:3457 | J9VMW8 | 5207 | Cryptococcus neoformans | mixed outcome	7e-36
FGRRES_01312	1212|PHI:1212|FGSG_12149|I1RCJ5|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01313	3111	| FgAP1 | PHI:3111 | I1RWW4 | 5518 | Fusarium graminearum | mixed outcome	8e-06
FGRRES_01316	789|PHI:789|MGG_04116|EDJ99418|318829|Magnaporthe	oryzae|Reduced virulence	1e-07
FGRRES_01317	2644|PHI:2644|thioredoxin	1|P0AA28|90371|Salmonella enterica serovar Typhimurium|Reduced virulence	2e-06
FGRRES_01318	1920|PHI:1920|GzZC235|I1RCK0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01319	1352|PHI:1352|GzC2H012|I1RCK1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01321	3060	| Molrg1 | PHI:3060 | G4MZD0 | 318829 | Magnaporthe oryzae | mixed outcome	2e-17
FGRRES_01326	2294|PHI:2294|FgFRP1|I1RCK7|5518|Gibberella	zeae (related: Fusarium graminearum)|Mixed outcome	0.0
FGRRES_01327	1477|PHI:1477|GzHMG009|I1RCK8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01329	265|PHI:265|MET3|AAL92174|5207|Cryptococcus	neoformans|Loss of pathogenicity	2e-19
FGRRES_01336	1632|PHI:1632|GzWing004|I1RBU0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-33
FGRRES_01337	211|PHI:211|CaTUP1|AAB63195|5476|Candida	albicans|Reduced virulence	1e-22
FGRRES_01338_M	1675|PHI:1675|GzDHHC003|Q4I8B6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-11
FGRRES_01341	1353|PHI:1353|GzC2H013|I1RCM1|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01342	2292|PHI:2292|aoxA|B0XVF7|746128|Aspergillus	fumigatus|Unaffected pathogenicity	5e-129
FGRRES_01347	1273|PHI:1273|FGSG_05549|I1RCM6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01348	3793	| ANP1 | PHI:3793 | Q6FM27 | 5478 | Candida glabrata | effector (plant avirulence determinant)	4e-103
FGRRES_01350	1354|PHI:1354|GzC2H014|I1RCM9|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01353	1173|PHI:1173|HDF1|I1RCN2|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01354	2866|PHI:2866|ORF19.3625|Q59Y24|5476|Candida	albicans|Reduced virulence	3e-08
FGRRES_01357	1579|PHI:1579|GzOB019|I1RM25|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-125
FGRRES_01364	2092|PHI:2092|Cch1|MGG_05643|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	0.0
FGRRES_01365	2594|PHI:2594|SET3|Q59ZX1|746128|Aspergillus	fumigatus|Mixed outcome	2e-07
FGRRES_01366	1478|PHI:1478|GzHMG010|I1RCP3|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01369	2915|PHI:2915|Ppr1|W7LRW9|117187|Fusarium	verticillioides|Unaffected pathogenicity	0.0
FGRRES_01375	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	5e-12
FGRRES_01378	1919|PHI:1919|GzZC234|I1RCQ4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01388	2693|PHI:2693|GcABC-G1|F0XP73|226899|Grosmannia	clavigera|Reduced virulence	2e-44
FGRRES_01389	3028	| Vatr2 | PHI:3028 | A5CVB7 | 28447 | Clavibacter michiganensis | reduced virulence	2e-13
FGRRES_01390	72|PHI:72|SAP2|AAM21050|5476|Candida	albicans|Reduced virulence	2e-38
FGRRES_01392	504|PHI:504|LEU2|CAA42366|4932|Saccharomyces	cerevisiae|Reduced virulence	1e-44
FGRRES_01399	311|PHI:311|MGB1|BAC01165|318829|Magnaporthe	oryzae|Loss of pathogenicity	3e-17
FGRRES_01408	2305|PHI:2305|BcFKBP12||40559|Botrytis	cinerea|Mixed outcome	3e-23
FGRRES_01410_M	1648|PHI:1648|GzWing020|I1RWP1|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	9e-119
FGRRES_01411	1673|PHI:1673|GzDHHC001|Q4IMZ7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01412	139|PHI:139|CAP10|BAC76819|5207|Cryptococcus	neoformans|Reduced virulence	2e-18
FGRRES_01417	3385	| FVEG_12529 | PHI:3385 | W7MS09 | 117187 | Fusarium verticillioides | unaffected pathogenicity	0.0
FGRRES_01419	2321|PHI:2321|SidI|Q4WR83|746128|Aspergillus	fumigatus|Reduced virulence	2e-11
FGRRES_01421	254|PHI:254|FOW1|BAB85760|5507|Fusarium	oxysporum|Reduced virulence	0.0
FGRRES_01422	447|PHI:447|MCSA|CAI61947|5085|Aspergillus	fumigatus|Reduced virulence	2e-161
FGRRES_01425	440|PHI:440|PMR1|CAB87245|5476|Candida	albicans|Reduced virulence	5e-66
FGRRES_01428	1884|PHI:1884|GzZC199|I1RJ58|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-07
FGRRES_01432	1629|PHI:1629|GzWing001|I1RAH2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-94
FGRRES_01438	1391|PHI:1391|GzC2H054|I1RU55|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-09
FGRRES_01446	211|PHI:211|CaTUP1|AAB63195|5476|Candida	albicans|Reduced virulence	3e-11
FGRRES_01450	600|PHI:600|CBP1|AAF63734|5207|Cryptococcus	neoformans|Reduced virulence	8e-14
FGRRES_01453	2835|PHI:2835|RED2|C3JXE8|5016|Cochliobolus	heterostrophus|Reduced virulence	8e-27
FGRRES_01457	1540|PHI:1540|GzMyb004|I1RCX3|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01464	378|PHI:378|SIT4|EAK91146|5476|Candida	albicans|Reduced virulence	8e-135
FGRRES_01469	784|PHI:784|MGG_00056|EDK03390|318829|Magnaporthe	oryzae|Reduced virulence	3e-24
FGRRES_01475	1566|PHI:1566|GzOB006|I1RC95|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	2e-52
FGRRES_01476	1047|PHI:1047|CTB6|ABK64183|29003|Cercospora	nicotianae|Reduced virulence	6e-23
FGRRES_01484	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	6e-46
FGRRES_01488	1479|PHI:1479|GzHMG011|I1RD01|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01497	3278	| CoIra1 | PHI:3278 | N4V0R3 | 5465 | Colletotrichum orbiculare | reduced virulence	5e-11
FGRRES_01503	2433|PHI:2433|FgRgsB|I1RD16|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01506_M	1251|PHI:1251|FGSG_09150|I1RD19|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01508	616|PHI:616|sseA|AAO68047|216597|Salmonella	enterica|Reduced virulence	1e-45
FGRRES_01511	2037|PHI:2037|MoRic8|XP_001405357|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	9e-123
FGRRES_01512	1480|PHI:1480|GzHMG012|I1RD25|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-115
FGRRES_01515	1876|PHI:1876|GzZC191|I1RD28|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01522	2616|PHI:2616|InlA|Q2L8G9|1639|Listeria	monocytogenes|Unaffected pathogenicity	1e-21
FGRRES_01526	2042|PHI:2042|ABC3|Q3Y5V5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	7e-13
FGRRES_01530	243|PHI:243|CHIP6|AAD00894|5457|Colletotrichum	gloeosporioides|Reduced virulence	0.0
FGRRES_01531	2570|PHI:2570|CYB2|Q6FM61|5478|Candida	glabrata|Reduced virulence	3e-63
FGRRES_01534	339|PHI:339|CLPT1|CAC41973|290576|Colletotrichum	lindemuthianum|Reduced virulence	5e-34
FGRRES_01535	3029	| PMT2 | PHI:3029 | Q5KAF1 | 5207 | Cryptococcus neoformans | increased virulence	0.0
FGRRES_01544	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-09
FGRRES_01545	1579|PHI:1579|GzOB019|I1RM25|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-145
FGRRES_01555	1320|PHI:1320|ZIF1|I1RD66|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_01558	1620|PHI:1620|GzJUM002|I1RD69|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01559	1264|PHI:1264|FGSG_01058|I1RD70|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01562	2562|PHI:2562|Cwt1|Q59M50|5476|Candida	albicans|Reduced virulence	1e-79
FGRRES_01564	1961|PHI:1961|GzZC276|I1RD74|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01570	69|PHI:69|CUTA|CAA93255|40559|Botrytis	cinerea|Unaffected pathogenicity	1e-50
FGRRES_01571	2025|PHI:2025|HDL1|G4MQZ9|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	0.0
FGRRES_01573	3126	| argD | PHI:3126 | D4I307 | 552 | Erwinia amylovora | mixed outcome	5e-93
FGRRES_01574	2088|PHI:2088|Moatg27|MGG_02386|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	6e-92
FGRRES_01575	2543|PHI:2543|GCD6|Q4WLS1|746128|Aspergillus	fumigatus|Mixed outcome	4e-06
FGRRES_01576	1355|PHI:1355|GzC2H015|I1RD84|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_01584	544|PHI:544|BCMFS1|AAF64435|332648|Botrytis	cinerea|Unaffected pathogenicity	2e-53
FGRRES_01589	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-08
FGRRES_01591	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	2e-151
FGRRES_01593	3663	| PD0681 | PHI:3663 | Q87DK1 | 2371 | Xylella fastidiosa | increased virulence (Hypervirulence)	1e-23
FGRRES_01596	323|PHI:323|VFGLU1|AAO63562|93591|Verticillium	fungicola|Reduced virulence	1e-67
FGRRES_01603	541|PHI:541|LIP1|AAU87359|332648|Botrytis	cinerea|Unaffected pathogenicity	0.0
FGRRES_01604	3630	| Rv2467 | PHI:3630 | L7N655 | 1773 | Mycobacterium tuberculosis | increased virulence	1e-55
FGRRES_01605	1566|PHI:1566|GzOB006|I1RC95|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	2e-107
FGRRES_01606	2105|PHI:2105|Calcium	permease |MGG_01381|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Mixed outcome	0.0
FGRRES_01607	3226	| pnl1 | PHI:3226 | T2C7K6 | 36651 | Penicillium digitatum | reduced virulence	2e-107
FGRRES_01610	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	5e-29
FGRRES_01614	872|PHI:872|MGG_03284|EDK00201|318829|Magnaporthe	oryzae|Reduced virulence	1e-157
FGRRES_01620	1414|PHI:1414|GzC2H081|I1RZL0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-07
FGRRES_01621	547|PHI:547|CEL5A|AAT40313|40559|Botrytis	cinerea|Unaffected pathogenicity	3e-116
FGRRES_01624	796|PHI:796|MGG_02423|EDJ98620|318829|Magnaporthe	oryzae|Reduced virulence	1e-130
FGRRES_01627	1468|PHI:1468|GzCCAAT008|Q4HTT1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-36
